Year,Country,Continent,Rank,Population
1987,巴哈马,美洲,172,243271
1987,文莱,亚洲,173,237563
1987,马尔代夫,亚洲,174,203028
1987,法属波利尼西亚,大洋洲,175,186584
1987,伯利兹,美洲,176,174320
1987,萨摩亚,大洋洲,177,160965
1987,新喀里多尼亚,大洋洲,178,160500
1987,库拉索,美洲,179,151456
1987,瓦努阿图,大洋洲,180,136079
1987,圣卢西亚,美洲,181,130856
1987,关岛,大洋洲,182,121919
1987,圣多美和普林西比,非洲,183,110254
1987,圣文森特和格林纳丁斯,美洲,184,105906
1987,格林纳达,美洲,185,99436
1987,汤加,大洋洲,186,94321
1987,密克罗尼西亚联邦,大洋洲,187,89979
1987,多米尼克,美洲,188,71842
1987,塞舌尔,非洲,189,68499
1987,基里巴斯,大洋洲,190,67248
1987,马恩岛,欧洲,191,66471
1987,阿鲁巴,美洲,192,61833
1987,安提瓜和巴布达,美洲,193,61717
1987,百慕大,美洲,194,57849
1987,格陵兰,美洲,195,54100
1987,安道尔,欧洲,196,48455
1987,法罗群岛,欧洲,197,46349
1987,美属萨摩亚,大洋洲,198,42740
1987,马绍尔群岛,大洋洲,199,42173
1987,圣基茨和尼维斯,美洲,200,41041
1987,北马里亚纳群岛,大洋洲,201,36377
1987,摩纳哥,欧洲,202,29168
1987,直布罗陀,欧洲,203,29115
1987,列支敦士登,欧洲,204,27837
1987,圣马力诺,欧洲,205,23295
1987,开曼群岛,美洲,206,21544
1987,法属圣马丁,美洲,207,19275
1987,英属维尔京群岛,美洲,208,15407
1987,帕劳,大洋洲,209,14123
1987,特克斯和凯科斯群岛,美洲,210,10724
1987,瑙鲁,大洋洲,211,886
1987,图瓦卢,大洋洲,212,848
1988,中国,亚洲,1,1101630000
1988,印度,亚洲,2,837468930
1988,美国,美洲,3,244499000
1988,印尼,亚洲,4,174975954
1988,俄罗斯,欧洲,5,146857000
1988,巴西,美洲,6,143627503
1988,日本,亚洲,7,122613000
1988,巴基斯坦,亚洲,8,101389603
1988,孟加拉,亚洲,9,98186350
1988,尼日利亚,非洲,10,90395271
1988,墨西哥,美洲,11,80788721
1988,德国,欧洲,12,78144619
1988,越南,亚洲,13,65120439
1988,菲律宾,亚洲,14,58795001
1988,法国,欧洲,15,57627105
1988,英国,欧洲,16,56928327
1988,意大利,欧洲,17,56629288
1988,泰国,亚洲,18,54891520
1988,埃及,非洲,19,53399246
1988,伊朗,亚洲,20,53077313
1988,土耳其,欧洲,21,52053765
1988,乌克兰,欧洲,22,51521000
1988,埃塞俄比亚,非洲,23,44757203
1988,韩国,亚洲,24,42031247
1988,缅甸,亚洲,25,40085651
1988,西班牙,欧洲,26,38766939
1988,波兰,欧洲,27,37824487
1988,南非,非洲,28,35100909
1988,刚果（金）,非洲,29,32443781
1988,哥伦比亚,美洲,30,31822527
1988,阿根廷,美洲,31,31668949
1988,加拿大,美洲,32,26791747
1988,阿尔及利亚,非洲,33,24443467
1988,摩洛哥,非洲,34,23903592
1988,坦桑尼亚,非洲,35,23670808
1988,罗马尼亚,欧洲,36,23057662
1988,肯尼亚,非洲,37,22153676
1988,秘鲁,美洲,38,21153459
1988,朝鲜,亚洲,39,19708323
1988,乌兹别克斯坦,亚洲,40,19443887
1988,苏丹,非洲,41,18867560
1988,委内瑞拉,美洲,42,18698847
1988,尼泊尔,亚洲,43,18020753
1988,马来西亚,亚洲,44,17022465
1988,斯里兰卡,亚洲,45,16878189
1988,伊拉克,亚洲,46,16612322
1988,澳大利亚,大洋洲,47,16532200
1988,哈萨克斯坦,亚洲,48,16206002
1988,乌干达,非洲,49,16180124
1988,沙特阿拉伯,亚洲,50,15070082
1988,荷兰,欧洲,51,14760094
1988,加纳,非洲,52,13947042
1988,智利,美洲,53,12847708
1988,莫桑比克,非洲,54,12758008
1988,叙利亚,亚洲,55,11719071
1988,阿富汗,亚洲,56,11618005
1988,科特迪瓦,非洲,57,11094748
1988,喀麦隆,非洲,58,11075422
1988,安哥拉,非洲,59,11068050
1988,马达加斯加,非洲,60,10952395
1988,也门,亚洲,61,10730862
1988,匈牙利,欧洲,62,10596487
1988,古巴,美洲,63,10397511
1988,捷克,欧洲,64,10355276
1988,白俄罗斯,欧洲,65,10140000
1988,希腊,欧洲,66,10036983
1988,葡萄牙,欧洲,67,10019610
1988,比利时,欧洲,68,9901664
1988,津巴布韦,非洲,69,9849125
1988,厄瓜多尔,美洲,70,9755579
1988,保加利亚,欧洲,71,8981446
1988,马拉维,非洲,72,8636690
1988,危地马拉,美洲,73,8566331
1988,瑞典,欧洲,74,8436489
1988,柬埔寨,亚洲,75,8435912
1988,布基纳法索,非洲,76,8356305
1988,马里,非洲,77,8171522
1988,突尼斯,非洲,78,7880332
1988,赞比亚,非洲,79,7598275
1988,奥地利,欧洲,80,7585317
1988,塞尔维亚,欧洲,81,7572000
1988,尼日尔,非洲,82,7548433
1988,卢旺达,非洲,83,7088191
1988,塞内加尔,非洲,84,7086627
1988,阿塞拜疆,亚洲,85,7010027
1988,索马里,非洲,86,7005234
1988,多米尼加,美洲,87,6863441
1988,海地,美洲,88,6758223
1988,瑞士,欧洲,89,6593386
1988,玻利维亚,美洲,90,6580312
1988,几内亚,非洲,91,5982486
1988,香港,亚洲,92,5627600
1988,乍得,非洲,93,5589626
1988,南苏丹,非洲,94,5485282
1988,斯洛伐克,欧洲,95,5250596
1988,布隆迪,非洲,96,5168698
1988,萨尔瓦多,美洲,97,5133274
1988,丹麦,欧洲,98,5129516
1988,塔吉克斯坦,亚洲,99,5001169
1988,芬兰,欧洲,100,4946481
1988,格鲁吉亚,亚洲,101,4790700
1988,克罗地亚,欧洲,102,4755207
1988,洪都拉斯,美洲,103,4677024
1988,贝宁,非洲,104,4672852
1988,波黑,欧洲,105,4509461
1988,以色列,亚洲,106,4442000
1988,巴布亚新几内亚,大洋洲,107,4399324
1988,利比亚,非洲,108,4220450
1988,吉尔吉斯斯坦,亚洲,109,4218400
1988,挪威,欧洲,110,4209488
1988,塞拉利昂,非洲,111,4156634
1988,老挝,亚洲,112,4020811
1988,巴拉圭,美洲,113,4001681
1988,尼加拉瓜,美洲,114,3995533
1988,立陶宛,欧洲,115,3655049
1988,多哥,非洲,116,3577468
1988,爱尔兰,欧洲,117,3524949
1988,亚美尼亚,亚洲,118,3504659
1988,土库曼斯坦,亚洲,119,3493895
1988,波多黎各,美洲,120,3473898
1988,新西兰,大洋洲,121,3283400
1988,约旦,亚洲,122,3256558
1988,阿尔巴尼亚,欧洲,123,3142336
1988,乌拉圭,美洲,124,3068705
1988,厄立特里亚,非洲,125,3006361
1988,哥斯达黎加,美洲,126,2960929
1988,摩尔多瓦,欧洲,127,2940177
1988,新加坡,亚洲,128,2846108
1988,中非,非洲,129,2693973
1988,黎巴嫩,亚洲,130,2684675
1988,拉脱维亚,欧洲,131,2653434
1988,牙买加,美洲,132,2389411
1988,巴拿马,美洲,133,2368551
1988,刚果（布）,非洲,134,2231465
1988,利比里亚,非洲,135,2134097
1988,蒙古,亚洲,136,2089715
1988,科威特,亚洲,137,2034857
1988,马其顿,欧洲,138,1995513
1988,斯洛文尼亚,欧洲,139,1995196
1988,毛里塔尼亚,非洲,140,1930433
1988,阿曼,亚洲,141,1678110
1988,莱索托,非洲,142,1630996
1988,阿联酋,亚洲,143,1627066
1988,爱沙尼亚,欧洲,144,1561900
1988,纳米比亚,非洲,145,1336536
1988,特立尼达和多巴哥,美洲,146,1204153
1988,博茨瓦纳,非洲,147,1200067
1988,毛里求斯,非洲,148,1043239
1988,几内亚比绍,非洲,149,933045
1988,加蓬,非洲,150,898469
1988,冈比亚,非洲,151,873444
1988,斯威士兰,非洲,152,773768
1988,圭亚那,美洲,153,750639
1988,塞浦路斯,欧洲,154,736474
1988,斐济群岛,大洋洲,155,722930
1988,东帝汶,亚洲,156,701809
1988,黑山,欧洲,157,607413
1988,吉布提,非洲,158,528999
1988,不丹,亚洲,159,509540
1988,巴林,亚洲,160,465198
1988,卡塔尔,亚洲,161,443605
1988,赤道几内亚,非洲,162,394961
1988,苏里南,美洲,163,388877
1988,科摩罗,非洲,164,387963
1988,卢森堡,欧洲,165,373450
1988,马耳他,欧洲,166,347325
1988,佛得角,非洲,167,325746
1988,澳门,亚洲,168,320773
1988,所罗门群岛,大洋洲,169,294972
1988,巴巴多斯,美洲,170,258977
1988,冰岛,欧洲,171,249740
1988,巴哈马,美洲,172,247451
1988,文莱,亚洲,173,244404
1988,马尔代夫,亚洲,174,209785
1988,法属波利尼西亚,大洋洲,175,191266
1988,伯利兹,美洲,176,179028
1988,新喀里多尼亚,大洋洲,177,163650
1988,萨摩亚,大洋洲,178,161376
1988,库拉索,美洲,179,149254
1988,瓦努阿图,大洋洲,180,139315
1988,圣卢西亚,美洲,181,133367
1988,关岛,大洋洲,182,124673
1988,圣多美和普林西比,非洲,183,113285
1988,圣文森特和格林纳丁斯,美洲,184,106532
1988,格林纳达,美洲,185,98120
1988,汤加,大洋洲,186,94591
1988,密克罗尼西亚联邦,大洋洲,187,91985
1988,多米尼克,美洲,188,71208
1988,基里巴斯,大洋洲,189,69089
1988,塞舌尔,非洲,190,68755
1988,马恩岛,欧洲,191,67926
1988,安提瓜和巴布达,美洲,192,61771
1988,阿鲁巴,美洲,193,61079
1988,百慕大,美洲,194,58347
1988,格陵兰,美洲,195,54800
1988,安道尔,欧洲,196,50434
1988,法罗群岛,欧洲,197,46830
1988,美属萨摩亚,大洋洲,198,44343
1988,马绍尔群岛,大洋洲,199,44083
1988,圣基茨和尼维斯,美洲,200,40633
1988,北马里亚纳群岛,大洋洲,201,40288
1988,摩纳哥,欧洲,202,29229
1988,直布罗陀,欧洲,203,29159
1988,列支敦士登,欧洲,204,28129
1988,法属圣马丁,美洲,205,24378
1988,圣马力诺,欧洲,206,23551
1988,开曼群岛,美洲,207,22761
1988,英属维尔京群岛,美洲,208,16154
1988,帕劳,大洋洲,209,14402
1988,特克斯和凯科斯群岛,美洲,210,11093
1988,瑙鲁,大洋洲,211,906
1988,图瓦卢,大洋洲,212,863
1989,中国,亚洲,1,1118650000
1989,印度,亚洲,2,855334678
1989,美国,美洲,3,246819000
1989,印尼,亚洲,4,178209150
1989,俄罗斯,欧洲,5,147721000
1989,巴西,美洲,6,146328304
1989,日本,亚洲,7,123116000
1989,巴基斯坦,亚洲,8,104512881
1989,孟加拉,亚洲,9,100695497
1989,尼日利亚,非洲,10,92788027
1989,墨西哥,美洲,11,82368931
1989,德国,欧洲,12,78751283
1989,越南,亚洲,13,66550234
1989,菲律宾,亚洲,14,60340767
1989,法国,欧洲,15,57940212
1989,英国,欧洲,16,57076711
1989,意大利,欧洲,17,56671781
1989,泰国,亚洲,18,55772169
1989,伊朗,亚洲,19,54822003
1989,埃及,非洲,20,54788685
1989,土耳其,欧洲,21,52992487
1989,乌克兰,欧洲,22,51773000
1989,埃塞俄比亚,非洲,23,46272299
1989,韩国,亚洲,24,42449038
1989,缅甸,亚洲,25,40731426
1989,西班牙,欧洲,26,38827764
1989,波兰,欧洲,27,37961529
1989,南非,非洲,28,35930050
1989,刚果（金）,非洲,29,33464765
1989,哥伦比亚,美洲,30,32457497
1989,阿根廷,美洲,31,32148134
1989,加拿大,美洲,32,27276781
1989,阿尔及利亚,非洲,33,25106190
1989,坦桑尼亚,非洲,34,24411738
1989,摩洛哥,非洲,35,24355619
1989,罗马尼亚,欧洲,36,23161458
1989,肯尼亚,非洲,37,22935092
1989,秘鲁,美洲,38,21614193
1989,朝鲜,亚洲,39,19993755
1989,乌兹别克斯坦,亚洲,40,19918119
1989,苏丹,非洲,41,19476647
1989,委内瑞拉,美洲,42,19166471
1989,尼泊尔,亚洲,43,18445028
1989,马来西亚,亚洲,44,17528961
1989,斯里兰卡,亚洲,45,17106753
1989,伊拉克,亚洲,46,16994948
1989,澳大利亚,大洋洲,47,16814400
1989,乌干达,非洲,48,16763042
1989,哈萨克斯坦,亚洲,49,16249500
1989,沙特阿拉伯,亚洲,50,15666297
1989,荷兰,欧洲,51,14848907
1989,加纳,非洲,52,14353410
1989,智利,美洲,53,13058758
1989,莫桑比克,非洲,54,12805946
1989,叙利亚,亚洲,55,12080444
1989,阿富汗,亚洲,56,11868877
1989,科特迪瓦,非洲,57,11502449
1989,安哥拉,非洲,58,11454777
1989,喀麦隆,非洲,59,11425800
1989,马达加斯加,非洲,60,11268658
1989,也门,亚洲,61,11189177
1989,古巴,美洲,62,10503972
1989,匈牙利,欧洲,63,10481719
1989,捷克,欧洲,64,10361068
1989,白俄罗斯,欧洲,65,10170000
1989,津巴布韦,非洲,66,10153852
1989,希腊,欧洲,67,10089498
1989,葡萄牙,欧洲,68,10005000
1989,厄瓜多尔,美洲,69,9991870
1989,比利时,欧洲,70,9937697
1989,马拉维,非洲,71,9075572
1989,保加利亚,欧洲,72,8876972
1989,危地马拉,美洲,73,8805995
1989,柬埔寨,亚洲,74,8691334
1989,布基纳法索,非洲,75,8579823
1989,瑞典,欧洲,76,8492964
1989,马里,非洲,77,8296915
1989,突尼斯,非洲,78,8060210
1989,赞比亚,非洲,79,7820205
1989,尼日尔,非洲,80,7780245
1989,奥地利,欧洲,81,7619567
1989,塞尔维亚,欧洲,82,7581000
1989,塞内加尔,非洲,83,7303517
1989,卢旺达,非洲,84,7276985
1989,索马里,非洲,85,7133258
1989,阿塞拜疆,亚洲,86,7126881
1989,多米尼加,美洲,87,6997888
1989,海地,美洲,88,6897755
1989,玻利维亚,美洲,89,6721115
1989,瑞士,欧洲,90,6646912
1989,几内亚,非洲,91,6167475
1989,乍得,非洲,92,5773920
1989,香港,亚洲,93,5686200
1989,南苏丹,非洲,94,5511579
1989,布隆迪,非洲,95,5307069
1989,斯洛伐克,欧洲,96,5275942
1989,萨尔瓦多,美洲,97,5200602
1989,塔吉克斯坦,亚洲,98,5149874
1989,丹麦,欧洲,99,5132594
1989,芬兰,欧洲,100,4964371
1989,贝宁,非洲,101,4820016
1989,洪都拉斯,美洲,102,4814702
1989,格鲁吉亚,亚洲,103,4803300
1989,克罗地亚,欧洲,104,4767260
1989,以色列,亚洲,105,4518000
1989,波黑,欧洲,106,4507824
1989,巴布亚新几内亚,大洋洲,107,4506991
1989,利比亚,非洲,108,4328939
1989,吉尔吉斯斯坦,亚洲,109,4307500
1989,塞拉利昂,非洲,110,4254444
1989,挪威,欧洲,111,4226901
1989,老挝,亚洲,112,4138845
1989,巴拉圭,美洲,113,4112386
1989,尼加拉瓜,美洲,114,4082958
1989,立陶宛,欧洲,115,3684255
1989,多哥,非洲,116,3678567
1989,土库曼斯坦,亚洲,117,3585868
1989,亚美尼亚,亚洲,118,3536474
1989,爱尔兰,欧洲,119,3511009
1989,波多黎各,美洲,120,3505650
1989,约旦,亚洲,121,3399330
1989,新西兰,大洋洲,122,3299200
1989,阿尔巴尼亚,欧洲,123,3227943
1989,乌拉圭,美洲,124,3088595
1989,厄立特里亚,非洲,125,3071771
1989,哥斯达黎加,美洲,126,3039013
1989,摩尔多瓦,欧洲,127,2957047
1989,新加坡,亚洲,128,2930901
1989,中非,非洲,129,2745734
1989,黎巴嫩,亚洲,130,2726440
1989,拉脱维亚,欧洲,131,2666955
1989,巴拿马,美洲,132,2419426
1989,牙买加,美洲,133,2403464
1989,刚果（布）,非洲,134,2293166
1989,蒙古,亚洲,135,2141011
1989,利比里亚,非洲,136,2106431
1989,科威特,亚洲,137,2092777
1989,马其顿,欧洲,138,1996870
1989,斯洛文尼亚,欧洲,139,1996351
1989,毛里塔尼亚,非洲,140,1981899
1989,阿曼,亚洲,141,1741156
1989,阿联酋,亚洲,142,1725681
1989,莱索托,非洲,143,1666563
1989,爱沙尼亚,欧洲,144,1568131
1989,纳米比亚,非洲,145,1386010
1989,博茨瓦纳,非洲,146,1244484
1989,特立尼达和多巴哥,美洲,147,1212857
1989,毛里求斯,非洲,148,1051260
1989,几内亚比绍,非洲,149,953790
1989,加蓬,非洲,150,923711
1989,冈比亚,非洲,151,915635
1989,斯威士兰,非洲,152,798507
1989,塞浦路斯,欧洲,153,751047
1989,圭亚那,美洲,154,745585
1989,斐济群岛,大洋洲,155,724594
1989,东帝汶,亚洲,156,718741
1989,黑山,欧洲,157,606571
1989,吉布提,非洲,158,563864
1989,不丹,亚洲,159,522179
1989,巴林,亚洲,160,481087
1989,卡塔尔,亚洲,161,461690
1989,赤道几内亚,非洲,162,406620
1989,科摩罗,非洲,163,399632
1989,苏里南,美洲,164,397082
1989,卢森堡,欧洲,165,377100
1989,马耳他,欧洲,166,350722
1989,澳门,亚洲,167,332783
1989,佛得角,非洲,168,331179
1989,所罗门群岛,大洋洲,169,303272
1989,巴巴多斯,美洲,170,259957
1989,冰岛,欧洲,171,252852
1989,巴哈马,美洲,172,251733
1989,文莱,亚洲,173,251458
1989,马尔代夫,亚洲,174,216510
1989,法属波利尼西亚,大洋洲,175,195726
1989,伯利兹,美洲,176,183469
1989,新喀里多尼亚,大洋洲,177,166898
1989,萨摩亚,大洋洲,178,161940
1989,库拉索,美洲,179,146937
1989,瓦努阿图,大洋洲,180,142794
1989,圣卢西亚,美洲,181,135788
1989,关岛,大洋洲,182,127522
1989,圣多美和普林西比,非洲,183,116320
1989,圣文森特和格林纳丁斯,美洲,184,107071
1989,格林纳达,美洲,185,96924
1989,汤加,大洋洲,186,94851
1989,密克罗尼西亚联邦,大洋洲,187,94057
1989,基里巴斯,大洋洲,188,70853
1989,多米尼克,美洲,189,70723
1989,马恩岛,欧洲,190,69267
1989,塞舌尔,非洲,191,69167
1989,安提瓜和巴布达,美洲,192,62008
1989,阿鲁巴,美洲,193,61032
1989,百慕大,美洲,194,58841
1989,格陵兰,美洲,195,55300
1989,安道尔,欧洲,196,52448
1989,法罗群岛,欧洲,197,47166
1989,美属萨摩亚,大洋洲,198,45894
1989,马绍尔群岛,大洋洲,199,45820
1989,北马里亚纳群岛,大洋洲,200,43540
1989,圣基茨和尼维斯,美洲,201,40354
1989,摩纳哥,欧洲,202,29305
1989,直布罗陀,欧洲,203,29187
1989,法属圣马丁,美洲,204,28722
1989,列支敦士登,欧洲,205,28449
1989,开曼群岛,美洲,206,24039
1989,圣马力诺,欧洲,207,23817
1989,英属维尔京群岛,美洲,208,16862
1989,帕劳,大洋洲,209,14709
1989,特克斯和凯科斯群岛,美洲,210,11548
1989,瑙鲁,大洋洲,211,927
1989,图瓦卢,大洋洲,212,877
1990,中国,亚洲,1,1135185000
1990,印度,亚洲,2,873277798
1990,美国,美洲,3,249623000
1990,印尼,亚洲,4,181413402
1990,巴西,美洲,5,149003223
1990,俄罗斯,欧洲,6,147969407
1990,日本,亚洲,7,123537000
1990,巴基斯坦,亚洲,8,107647921
1990,孟加拉,亚洲,9,103171956
1990,尼日利亚,非洲,10,95212450
1990,墨西哥,美洲,11,83943132
1990,德国,欧洲,12,79433029
1990,越南,亚洲,13,67988862
1990,菲律宾,亚洲,14,61895160
1990,法国,欧洲,15,58235697
1990,英国,欧洲,16,57247586
1990,意大利,欧洲,17,56719240
1990,泰国,亚洲,18,56558186
1990,伊朗,亚洲,19,56366217
1990,埃及,非洲,20,56134475
1990,土耳其,欧洲,21,53921760
1990,乌克兰,欧洲,22,51891400
1990,埃塞俄比亚,非洲,23,47887865
1990,韩国,亚洲,24,42869283
1990,缅甸,亚洲,25,41335199
1990,西班牙,欧洲,26,38867322
1990,波兰,欧洲,27,38110782
1990,南非,非洲,28,36800509
1990,刚果（金）,非洲,29,34612023
1990,哥伦比亚,美洲,30,33102569
1990,阿根廷,美洲,31,32618651
1990,加拿大,美洲,32,27691138
1990,阿尔及利亚,非洲,33,25758869
1990,坦桑尼亚,非洲,34,25203845
1990,摩洛哥,非洲,35,24807462
1990,肯尼亚,非洲,36,23724579
1990,罗马尼亚,欧洲,37,23201835
1990,秘鲁,美洲,38,22071433
1990,乌兹别克斯坦,亚洲,39,20510000
1990,朝鲜,亚洲,40,20293054
1990,苏丹,非洲,41,20147590
1990,委内瑞拉,美洲,42,19632665
1990,尼泊尔,亚洲,43,18905478
1990,马来西亚,亚洲,44,18029824
1990,伊拉克,亚洲,45,17419113
1990,乌干达,非洲,46,17354392
1990,斯里兰卡,亚洲,47,17325773
1990,澳大利亚,大洋洲,48,17065100
1990,哈萨克斯坦,亚洲,49,16348000
1990,沙特阿拉伯,亚洲,50,16233785
1990,荷兰,欧洲,51,14951510
1990,加纳,非洲,52,14773277
1990,智利,美洲,53,13274623
1990,莫桑比克,非洲,54,12987292
1990,叙利亚,亚洲,55,12446171
1990,阿富汗,亚洲,56,12412308
1990,科特迪瓦,非洲,57,11924877
1990,安哥拉,非洲,58,11848386
1990,喀麦隆,非洲,59,11780088
1990,也门,亚洲,60,11709993
1990,马达加斯加,非洲,61,11598633
1990,古巴,美洲,62,10596987
1990,津巴布韦,非洲,63,10432421
1990,匈牙利,欧洲,64,10373988
1990,捷克,欧洲,65,10333355
1990,厄瓜多尔,美洲,66,10230934
1990,希腊,欧洲,67,10196792
1990,白俄罗斯,欧洲,68,10189000
1990,葡萄牙,欧洲,69,9983218
1990,比利时,欧洲,70,9967379
1990,马拉维,非洲,71,9404500
1990,危地马拉,美洲,72,9050115
1990,柬埔寨,亚洲,73,8975597
1990,布基纳法索,非洲,74,8811034
1990,保加利亚,欧洲,75,8718289
1990,瑞典,欧洲,76,8558835
1990,马里,非洲,77,8449913
1990,突尼斯,非洲,78,8242496
1990,赞比亚,非洲,79,8036845
1990,尼日尔,非洲,80,8026591
1990,奥地利,欧洲,81,7677850
1990,塞尔维亚,欧洲,82,7586000
1990,塞内加尔,非洲,83,7526307
1990,卢旺达,非洲,84,7288882
1990,索马里,非洲,85,7225092
1990,阿塞拜疆,亚洲,86,7159000
1990,多米尼加,美洲,87,7133494
1990,海地,美洲,88,7037917
1990,玻利维亚,美洲,89,6864842
1990,瑞士,欧洲,90,6715519
1990,几内亚,非洲,91,6352283
1990,乍得,非洲,92,5963252
1990,香港,亚洲,93,5704500
1990,南苏丹,非洲,94,5492623
1990,布隆迪,非洲,95,5438957
1990,斯洛伐克,欧洲,96,5299187
1990,塔吉克斯坦,亚洲,97,5283814
1990,萨尔瓦多,美洲,98,5270079
1990,丹麦,欧洲,99,5140939
1990,芬兰,欧洲,100,4986431
1990,贝宁,非洲,101,4978496
1990,洪都拉斯,美洲,102,4955303
1990,格鲁吉亚,亚洲,103,4802000
1990,克罗地亚,欧洲,104,4777368
1990,以色列,亚洲,105,4660000
1990,巴布亚新几内亚,大洋洲,106,4615839
1990,波黑,欧洲,107,4463423
1990,利比亚,非洲,108,4436661
1990,吉尔吉斯斯坦,亚洲,109,4391200
1990,塞拉利昂,非洲,110,4319762
1990,老挝,亚洲,111,4258472
1990,挪威,欧洲,112,4241473
1990,巴拉圭,美洲,113,4223415
1990,尼加拉瓜,美洲,114,4173434
1990,多哥,非洲,115,3774312
1990,立陶宛,欧洲,116,3697838
1990,土库曼斯坦,亚洲,117,3683967
1990,约旦,亚洲,118,3565890
1990,亚美尼亚,亚洲,119,3538171
1990,波多黎各,美洲,120,3537000
1990,爱尔兰,欧洲,121,3513974
1990,新西兰,大洋洲,122,3329800
1990,阿尔巴尼亚,欧洲,123,3286542
1990,哥斯达黎加,美洲,124,3119433
1990,厄立特里亚,非洲,125,3113311
1990,乌拉圭,美洲,126,3109601
1990,新加坡,亚洲,127,3047132
1990,摩尔多瓦,欧洲,128,2969097
1990,中非,非洲,129,2806734
1990,黎巴嫩,亚洲,130,2803044
1990,拉脱维亚,欧洲,131,2663151
1990,巴拿马,美洲,132,2470947
1990,牙买加,美洲,133,2419906
1990,刚果（布）,非洲,134,2356737
1990,蒙古,亚洲,135,2184145
1990,科威特,亚洲,136,2095344
1990,利比里亚,非洲,137,2075912
1990,毛里塔尼亚,非洲,138,2034346
1990,斯洛文尼亚,欧洲,139,1998161
1990,马其顿,欧洲,140,1996228
1990,巴勒斯坦,亚洲,141,1978248
1990,阿联酋,亚洲,142,1828432
1990,阿曼,亚洲,143,1812161
1990,莱索托,非洲,144,1703747
1990,爱沙尼亚,欧洲,145,1569174
1990,纳米比亚,非洲,146,1432905
1990,博茨瓦纳,非洲,147,1286756
1990,特立尼达和多巴哥,美洲,148,1221116
1990,毛里求斯,非洲,149,1058775
1990,几内亚比绍,非洲,150,975261
1990,冈比亚,非洲,151,955593
1990,加蓬,非洲,152,949488
1990,斯威士兰,非洲,153,822420
1990,塞浦路斯,欧洲,154,766615
1990,圭亚那,美洲,155,743309
1990,东帝汶,亚洲,156,737814
1990,斐济群岛,大洋洲,157,728573
1990,黑山,欧洲,158,606372
1990,吉布提,非洲,159,590398
1990,不丹,亚洲,160,530804
1990,巴林,亚洲,161,495931
1990,卡塔尔,亚洲,162,476278
1990,赤道几内亚,非洲,163,419188
1990,科摩罗,非洲,164,411594
1990,苏里南,美洲,165,405169
1990,卢森堡,欧洲,166,381850
1990,马耳他,欧洲,167,354170
1990,澳门,亚洲,168,343808
1990,佛得角,非洲,169,337950
1990,所罗门群岛,大洋洲,170,311866
1990,巴巴多斯,美洲,171,260936
1990,文莱,亚洲,172,258721
1990,巴哈马,美洲,173,256223
1990,冰岛,欧洲,174,254826
1990,马尔代夫,亚洲,175,223158
1990,法属波利尼西亚,大洋洲,176,199905
1990,伯利兹,美洲,177,187552
1990,新喀里多尼亚,大洋洲,178,170899
1990,萨摩亚,大洋洲,179,162803
1990,瓦努阿图,大洋洲,180,146573
1990,库拉索,美洲,181,145400
1990,圣卢西亚,美洲,182,138020
1990,关岛,大洋洲,183,130482
1990,圣多美和普林西比,非洲,184,119209
1990,圣文森特和格林纳丁斯,美洲,185,107484
1990,格林纳达,美洲,186,96331
1990,密克罗尼西亚联邦,大洋洲,187,96301
1990,汤加,大洋洲,188,95069
1990,基里巴斯,大洋洲,189,72400
1990,多米尼克,美洲,190,70419
1990,马恩岛,欧洲,191,70298
1990,塞舌尔,非洲,192,69507
1990,安提瓜和巴布达,美洲,193,62528
1990,阿鲁巴,美洲,194,62149
1990,百慕大,美洲,195,59326
1990,格陵兰,美洲,196,55600
1990,安道尔,欧洲,197,54509
1990,美属萨摩亚,大洋洲,198,47347
1990,法罗群岛,欧洲,199,47274
1990,马绍尔群岛,大洋洲,200,47271
1990,北马里亚纳群岛,大洋洲,201,45752
1990,圣基茨和尼维斯,美洲,202,40260
1990,法属圣马丁,美洲,203,31520
1990,摩纳哥,欧洲,204,29438
1990,直布罗陀,欧洲,205,29147
1990,列支敦士登,欧洲,206,28789
1990,开曼群岛,美洲,207,25312
1990,圣马力诺,欧洲,208,24125
1990,英属维尔京群岛,美洲,209,17489
1990,帕劳,大洋洲,210,15058
1990,特克斯和凯科斯群岛,美洲,211,12111
1990,瑙鲁,大洋洲,212,950
1990,图瓦卢,大洋洲,213,891
1991,中国,亚洲,1,1150780000
1991,印度,亚洲,2,891273209
1991,美国,美洲,3,252981000
1991,印尼,亚洲,4,184591903
1991,巴西,美洲,5,151648011
1991,俄罗斯,欧洲,6,148394216
1991,日本,亚洲,7,123921000
1991,巴基斯坦,亚洲,8,110778648
1991,孟加拉,亚洲,9,105599127
1991,尼日利亚,非洲,10,97667632
1991,墨西哥,美洲,11,85512623
1991,德国,欧洲,12,80013896
1991,越南,亚洲,13,69436954
1991,菲律宾,亚洲,14,63454786
1991,法国,欧洲,15,58559311
1991,伊朗,亚洲,16,57679034
1991,英国,欧洲,17,57424897
1991,埃及,非洲,18,57424549
1991,泰国,亚洲,19,57232465
1991,意大利,欧洲,20,56758521
1991,土耳其,欧洲,21,54840590
1991,乌克兰,欧洲,22,52000500
1991,埃塞俄比亚,非洲,23,49609969
1991,韩国,亚洲,24,43295704
1991,缅甸,亚洲,25,41890197
1991,西班牙,欧洲,26,38966376
1991,波兰,欧洲,27,38246193
1991,南非,非洲,28,37718950
