Year,Country,Continent,Rank,Population
1981,科摩罗,非洲,164,317606
1981,佛得角,非洲,165,288677
1981,赤道几内亚,非洲,166,264374
1981,巴巴多斯,美洲,167,253298
1981,卡塔尔,亚洲,168,247988
1981,澳门,亚洲,169,243373
1981,所罗门群岛,大洋洲,170,238429
1981,冰岛,欧洲,171,230755
1981,巴哈马,美洲,172,215326
1981,文莱,亚洲,173,200021
1981,马尔代夫,亚洲,174,163824
1981,法属波利尼西亚,大洋洲,175,157953
1981,萨摩亚,大洋洲,176,156407
1981,库拉索,美洲,177,148629
1981,伯利兹,美洲,178,147566
1981,新喀里多尼亚,大洋洲,179,142650
1981,圣卢西亚,美洲,180,119430
1981,瓦努阿图,大洋洲,181,118541
1981,关岛,大洋洲,182,106485
1981,圣文森特和格林纳丁斯,美洲,183,101437
1981,圣多美和普林西比,非洲,184,97770
1981,汤加,大洋洲,185,93409
1981,格林纳达,美洲,186,90607
1981,密克罗尼西亚联邦,大洋洲,187,75423
1981,多米尼克,美洲,188,75309
1981,塞舌尔,非洲,189,64035
1981,马恩岛,欧洲,190,63776
1981,安提瓜和巴布达,美洲,191,61800
1981,阿鲁巴,美洲,192,60567
1981,基里巴斯,大洋洲,193,60104
1981,百慕大,美洲,194,55050
1981,格陵兰,美洲,195,51000
1981,法罗群岛,欧洲,196,43725
1981,圣基茨和尼维斯,美洲,197,42963
1981,安道尔,欧洲,198,37500
1981,美属萨摩亚,大洋洲,199,33701
1981,马绍尔群岛,大洋洲,200,31893
1981,直布罗陀,欧洲,201,29902
1981,摩纳哥,欧洲,202,27162
1981,列支敦士登,欧洲,203,26238
1981,圣马力诺,欧洲,204,21765
1981,北马里亚纳群岛,大洋洲,205,18158
1981,开曼群岛,美洲,206,16860
1981,帕劳,大洋洲,207,12279
1981,英属维尔京群岛,美洲,208,11826
1981,法属圣马丁,美洲,209,867
1981,特克斯和凯科斯群岛,美洲,210,823
1981,瑙鲁,大洋洲,211,787
1981,图瓦卢,大洋洲,212,782
1982,中国,亚洲,1,1008630000
1982,印度,亚洲,2,732239504
1982,美国,美洲,3,231664000
1982,印尼,亚洲,4,154468229
1982,俄罗斯,欧洲,5,140823000
1982,巴西,美洲,6,126498314
1982,日本,亚洲,7,118449000
1982,孟加拉,亚洲,8,83932127
1982,巴基斯坦,亚洲,9,83431605
1982,德国,欧洲,10,78333366
1982,尼日利亚,非洲,11,77427546
1982,墨西哥,美洲,12,71058654
1982,越南,亚洲,13,56814306
1982,意大利,欧洲,14,56543548
1982,英国,欧洲,15,56313641
1982,法国,欧洲,16,55718933
1982,乌克兰,欧洲,17,50384000
1982,菲律宾,亚洲,18,50023563
1982,泰国,亚洲,19,49255900
1982,土耳其,欧洲,20,46025411
1982,埃及,非洲,21,45539296
1982,伊朗,亚洲,22,41869236
1982,韩国,亚洲,23,39326352
1982,西班牙,欧洲,24,37986012
1982,埃塞俄比亚,非洲,25,36995248
1982,波兰,欧洲,26,36230481
1982,缅甸,亚洲,27,35734272
1982,南非,非洲,28,30150448
1982,阿根廷,美洲,29,28794548
1982,哥伦比亚,美洲,30,28101824
1982,刚果（金）,非洲,31,27717291
1982,加拿大,美洲,32,25116942
1982,罗马尼亚,欧洲,33,22475741
1982,摩洛哥,非洲,34,20984009
1982,阿尔及利亚,非洲,35,20452902
1982,坦桑尼亚,非洲,36,19723322
1982,秘鲁,美洲,37,18426415
1982,朝鲜,亚洲,38,18008564
1982,肯尼亚,非洲,39,17736326
1982,乌兹别克斯坦,亚洲,40,16747426
1982,委内瑞拉,美洲,41,16017573
1982,尼泊尔,亚洲,42,15729431
1982,苏丹,非洲,43,15562125
1982,斯里兰卡,亚洲,44,15501207
1982,澳大利亚,大洋洲,45,15178000
1982,哈萨克斯坦,亚洲,46,15128087
1982,马来西亚,亚洲,47,14471211
1982,伊拉克,亚洲,48,14432468
1982,荷兰,欧洲,49,14312690
1982,乌干达,非洲,50,13221991
1982,阿富汗,亚洲,51,12882528
1982,莫桑比克,非洲,52,12189824
1982,智利,美洲,53,11743911
1982,加纳,非洲,54,11676823
1982,沙特阿拉伯,亚洲,55,10988853
1982,匈牙利,欧洲,56,10705535
1982,捷克,欧洲,57,10314826
1982,古巴,美洲,58,9940317
1982,葡萄牙,欧洲,59,9911771
1982,比利时,欧洲,60,9856303
1982,希腊,欧洲,61,9789513
1982,白俄罗斯,欧洲,62,9776000
1982,叙利亚,亚洲,63,9590227
1982,马达加斯加,非洲,64,9234129
1982,喀麦隆,非洲,65,9166816
1982,安哥拉,非洲,66,8952950
1982,保加利亚,欧洲,67,8917457
1982,科特迪瓦,非洲,68,8764989
1982,也门,亚洲,69,8541605
1982,厄瓜多尔,美洲,70,8409397
1982,瑞典,欧洲,71,8325263
1982,津巴布韦,非洲,72,7958241
1982,奥地利,欧洲,73,7574140
1982,塞尔维亚,欧洲,74,7440000
1982,马里,非洲,75,7388668
1982,危地马拉,美洲,76,7262658
1982,布基纳法索,非洲,77,7158255
1982,柬埔寨,亚洲,78,6919801
1982,突尼斯,非洲,79,6740529
1982,索马里,非洲,80,6608044
1982,马拉维,非洲,81,6565985
1982,瑞士,欧洲,82,6391309
1982,阿塞拜疆,亚洲,83,6349553
1982,尼日尔,非洲,84,6343523
1982,赞比亚,非洲,85,6265864
1982,多米尼加,美洲,86,6067770
1982,海地,美洲,87,5910227
1982,塞内加尔,非洲,88,5909739
1982,玻利维亚,美洲,89,5814345
1982,卢旺达,非洲,90,5504842
1982,香港,亚洲,91,5264500
1982,丹麦,欧洲,92,5117810
1982,几内亚,非洲,93,5077082
1982,斯洛伐克,欧洲,94,5055099
1982,芬兰,欧洲,95,4826933
1982,南苏丹,非洲,96,4799434
1982,萨尔瓦多,美洲,97,4737257
1982,乍得,非洲,98,4718162
1982,克罗地亚,欧洲,99,4634234
1982,格鲁吉亚,亚洲,100,4542800
1982,布隆迪,非洲,101,4379724
1982,波黑,欧洲,102,4265185
1982,塔吉克斯坦,亚洲,103,4140295
1982,挪威,欧洲,104,4114787
1982,以色列,亚洲,105,4031000
1982,贝宁,非洲,106,3927714
1982,洪都拉斯,美洲,107,3910640
1982,巴布亚新几内亚,大洋洲,108,3768483
1982,吉尔吉斯斯坦,亚洲,109,3759300
1982,塞拉利昂,非洲,110,3540170
1982,爱尔兰,欧洲,111,3485800
1982,利比亚,非洲,112,3480454
1982,立陶宛,欧洲,113,3457179
1982,尼加拉瓜,美洲,114,3455123
1982,老挝,亚洲,115,3401191
1982,巴拉圭,美洲,116,3368773
1982,波多黎各,美洲,117,3277453
1982,亚美尼亚,亚洲,118,3193689
1982,新西兰,大洋洲,119,3156100
1982,土库曼斯坦,亚洲,120,3019066
1982,乌拉圭,美洲,121,2953852
1982,多哥,非洲,122,2915620
1982,阿尔巴尼亚,欧洲,123,2784278
1982,摩尔多瓦,欧洲,124,2782725
1982,新加坡,亚洲,125,2646466
1982,黎巴嫩,亚洲,126,2606139
1982,约旦,亚洲,127,2563534
1982,拉脱维亚,欧洲,128,2531080
